MUN_NAME,MUN_NAME_data_orig,MUN_CODE,UF_ABBREV,Modulo_fiscal_ha
Rio Branco do Ivaí,Rio Branco do Ivaí,4122172,PR,18
Rio Branco do Sul,Rio Branco do Sul,4122206,PR,14
Rio Negro,Rio Negro,4122305,PR,16
Rolândia,Rolândia,4122404,PR,12
Roncador,Roncador,4122503,PR,20
Rondon,Rondon,4122602,PR,22
Rosário do Ivaí,Rosário do Ivaí,4122651,PR,18
Sabáudia,Sabáudia,4122701,PR,16
Salgado Filho,Salgado Filho,4122800,PR,20
Salto do Itararé,Salto do Itararé,4122909,PR,18
Salto do Lontra,Salto do Lontra,4123006,PR,20
Santa Amélia,Santa Amélia,4123105,PR,18
Santa Cecília do Pavão,Santa Cecília do Pavão,4123204,PR,18
Santa Cruz de Monte Castelo,Santa Cruz de Monte Castelo,4123303,PR,24
Santa Fé,Santa Fé,4123402,PR,18
Santa Helena,Santa Helena,4123501,PR,18
Santa Inês,Santa Inês,4123600,PR,18
Santa Isabel do Ivaí,Santa Isabel do Ivaí,4123709,PR,24
Santa Izabel do Oeste,Santa Izabel do Oeste,4123808,PR,20
Santa Lúcia,Santa Lúcia,4123824,PR,20
Santa Maria do Oeste,Santa Maria do Oeste,4123857,PR,20
Santa Mariana,Santa Mariana,4123907,PR,18
Santa Mônica,Santa Mânica,4123956,PR,NA
Santana do Itararé,Santana do Itararé,4124004,PR,18
Santa Tereza do Oeste,Santa Tereza do Oeste,4124020,PR,18
Santa Terezinha de Itaipu,Santa Terezinha de Itaipu,4124053,PR,18
Santo Antônio da Platina,Santo Antânio da Platina,4124103,PR,NA
Santo Antônio do Caiuá,Santo Antânio do Caiuá,4124202,PR,NA
Santo Antônio do Paraíso,Santo Antânio do Paraíso,4124301,PR,NA
Santo Antônio do Sudoeste,Santo Antânio do Sudoeste,4124400,PR,NA
Santo Inácio,Santo Inácio,4124509,PR,18
São Carlos do Ivaí,São Carlos do Ivaí,4124608,PR,16
São Jerônimo da Serra,São Jerânimo da Serra,4124707,PR,NA
São João,São João,4124806,PR,20
São João do Caiuá,São João do Caiuá,4124905,PR,24
São João do Ivaí,São João do Ivaí,4125001,PR,18
São João do Triunfo,São João do Triunfo,4125100,PR,16
São Jorge d'Oeste,São Jorge D'oeste,4125209,PR,NA
São Jorge do Ivaí,São Jorge do Ivaí,4125308,PR,16
São Jorge do Patrocínio,São Jorge do Patrocínio,4125357,PR,20
São José da Boa Vista,São José da Boa Vista,4125407,PR,18
São José das Palmeiras,São José das Palmeiras,4125456,PR,18
São José dos Pinhais,São José dos Pinhais,4125506,PR,12
São Manoel do Paraná,São Manoel do Paraná,4125555,PR,22
São Mateus do Sul,São Mateus do Sul,4125605,PR,16
São Miguel do Iguaçu,São Miguel do Iguaçu,4125704,PR,18
São Pedro do Iguaçu,São Pedro do Iguaçu,4125753,PR,18
São Pedro do Ivaí,São Pedro do Ivaí,4125803,PR,18
São Pedro do Paraná,São Pedro do Paraná,4125902,PR,24
São Sebastião da Amoreira,São Sebastião da Amoreira,4126009,PR,20
São Tomé,São Tomé,4126108,PR,22
Sapopema,Sapopema,4126207,PR,18
Sarandi,Sarandi,4126256,PR,14
Saudade do Iguaçu,Saudade do Iguaçu,4126272,PR,20
Sengés,Sengés,4126306,PR,20
Serranópolis do Iguaçu,Serranópolis do Iguaçu,4126355,PR,18
Sertaneja,Sertaneja,4126405,PR,18
Sertanópolis,Sertanópolis,4126504,PR,16
Siqueira Campos,Siqueira Campos,4126603,PR,18
Sulina,Sulina,4126652,PR,20
Tamarana,Tamarana,4126678,PR,12
Tamboara,Tamboara,4126702,PR,24
Tapejara,Tapejara,4126801,PR,22
Tapira,Tapira,4126900,PR,24
Teixeira Soares,Teixeira Soares,4127007,PR,16
Telêmaco Borba,Telêmaco Borba,4127106,PR,20
Terra Boa,Terra Boa,4127205,PR,22
Terra Rica,Terra Rica,4127304,PR,24
Terra Roxa,Terra Roxa,4127403,PR,18
Tibagi,Tibagi,4127502,PR,20
Tijucas do Sul,Tijucas do Sul,4127601,PR,20
Toledo,Toledo,4127700,PR,18
Tomazina,Tomazina,4127809,PR,18
Três Barras do Paraná,Três Barras do Paraná,4127858,PR,18
Tunas do Paraná,Tunas do Paraná,4127882,PR,20
Tuneiras do Oeste,Tuneiras do Oeste,4127908,PR,22
Tupãssi,Tupãssi,4127957,PR,18
Turvo,Turvo,4127965,PR,18
Ubiratã,Ubiratã,4128005,PR,20
Umuarama,Umuarama,4128104,PR,20
União da Vitória,União da Vitória,4128203,PR,20
Uniflor,Uniflor,4128302,PR,16
Uraí,Uraí,4128401,PR,18
Wenceslau Braz,Wenceslau Braz,4128500,PR,18
Ventania,Ventania,4128534,PR,20
Vera Cruz do Oeste,Vera Cruz do Oeste,4128559,PR,18
Verê,Verê,4128609,PR,20
Alto Paraíso,Alto Paraíso,4128625,PR,20
Doutor Ulysses,Doutor Ulysses,4128633,PR,30
Virmond,Virmond,4128658,PR,18
Vitorino,Vitorino,4128708,PR,18
Xambrê,Xambrê,4128807,PR,20
Abdon Batista,Abdon Batista,4200051,SC,20
Abelardo Luz,Abelardo Luz,4200101,SC,20
Agrolândia,Agrolândia,4200200,SC,18
Agronômica,Agronâmica,4200309,SC,NA
Água Doce,Água Doce,4200408,SC,20
Águas de Chapecó,Águas de Chapecó,4200507,SC,20
Águas Frias,Águas Frias,4200556,SC,20
Águas Mornas,Águas Mornas,4200606,SC,18
Alfredo Wagner,Alfredo Wagner,4200705,SC,18
Alto Bela Vista,Alto Bela Vista,4200754,SC,18
Anchieta,Anchieta,4200804,SC,18
Angelina,Angelina,4200903,SC,18
Anita Garibaldi,Anita Garibaldi,4201000,SC,20
Anitápolis,Anitápolis,4201109,SC,18
Antônio Carlos,Antânio Carlos,4201208,SC,NA
Apiúna,Apiúna,4201257,SC,12
Arabutã,Arabutã,4201273,SC,18
Araquari,Araquari,4201307,SC,12
Araranguá,Araranguá,4201406,SC,20
Armazém,Armazém,4201505,SC,14
Arroio Trinta,Arroio Trinta,4201604,SC,18
Arvoredo,Arvoredo,4201653,SC,20
Ascurra,Ascurra,4201703,SC,12
Atalanta,Atalanta,4201802,SC,18
Aurora,Aurora,4201901,SC,18
Balneário Arroio do Silva,Balneário Arroio do Silva,4201950,SC,20
Balneário Camboriú,Balneário Camboriú,4202008,SC,12
Balneário Barra do Sul,Balneário Barra do Sul,4202057,SC,12
Balneário Gaivota,Balneário Gaivota,4202073,SC,20
Bandeirante,Bandeirante,4202081,SC,20
Barra Bonita,Barra Bonita,4202099,SC,20
Barra Velha,Barra Velha,4202107,SC,12
Bela Vista do Toldo,Bela Vista do Toldo,4202131,SC,16
Belmonte,Belmonte,4202156,SC,18
Benedito Novo,Benedito Novo,4202206,SC,12
Biguaçu,Biguaçu,4202305,SC,12
Blumenau,Blumenau,4202404,SC,12
Bocaina do Sul,Bocaina do Sul,4202438,SC,20
Bombinhas,Bombinhas,4202453,SC,12
Bom Jardim da Serra,Bom Jardim da Serra,4202503,SC,20
Bom Jesus,Bom Jesus,4202537,SC,20
Bom Jesus do Oeste,Bom Jesus do Oeste,4202578,SC,20
Bom Retiro,Bom Retiro,4202602,SC,20
Botuverá,Botuverá,4202701,SC,12
Braço do Norte,Braço do Norte,4202800,SC,14
Braço do Trombudo,Braço do Trombudo,4202859,SC,18
Brunópolis,Brunópolis,4202875,SC,20
Brusque,Brusque,4202909,SC,12
Caçador,Caçador,4203006,SC,18
Caibi,Caibi,4203105,SC,20
Calmon,Calmon,4203154,SC,16
Camboriú,Camboriú,4203204,SC,12
Capão Alto,Capão Alto,4203253,SC,20
Campo Alegre,Campo Alegre,4203303,SC,16
Campo Belo do Sul,Campo Belo do Sul,4203402,SC,24
Campo Erê,Campo Erê,4203501,SC,18
Campos Novos,Campos Novos,4203600,SC,20
Canelinha,Canelinha,4203709,SC,18
Canoinhas,Canoinhas,4203808,SC,16
Capinzal,Capinzal,4203907,SC,18
Capivari de Baixo,Capivari de Baixo,4203956,SC,14
Catanduvas,Catanduvas,4204004,SC,18
Caxambu do Sul,Caxambu do Sul,4204103,SC,20
Celso Ramos,Celso Ramos,4204152,SC,20
Cerro Negro,Cerro Negro,4204178,SC,24
Chapadão do Lageado,Chapadão do Lageado,4204194,SC,18
Chapecó,Chapecó,4204202,SC,20
Cocal do Sul,Cocal do Sul,4204251,SC,14
Concórdia,Concórdia,4204301,SC,18
Cordilheira Alta,Cordilheira Alta,4204350,SC,20
Coronel Freitas,Coronel Freitas,4204400,SC,20
Coronel Martins,Coronel Martins,4204459,SC,20
Corupá,Corupá,4204509,SC,12
Correia Pinto,Correia Pinto,4204558,SC,20
Criciúma,Criciúma,4204608,SC,14
Cunha Porã,Cunha Porã,4204707,SC,18
Cunhataí,Cunhataí,4204756,SC,18
Curitibanos,Curitibanos,4204806,SC,24
Descanso,Descanso,4204905,SC,18
Dionísio Cerqueira,Dionísio Cerqueira,4205001,SC,20
Dona Emma,Dona Emma,4205100,SC,18
Doutor Pedrinho,Doutor Pedrinho,4205159,SC,12
Entre Rios,Entre Rios,4205175,SC,20
Ermo,Ermo,4205191,SC,18
Erval Velho,Erval Velho,4205209,SC,20
Faxinal dos Guedes,Faxinal dos Guedes,4205308,SC,20
Flor do Sertão,Flor do Sertão,4205357,SC,20
Florianópolis,Florianópolis,4205407,SC,7
Formosa do Sul,Formosa do Sul,4205431,SC,18
Forquilhinha,Forquilhinha,4205456,SC,14
Fraiburgo,Fraiburgo,4205506,SC,18
Frei Rogério,Frei Rogério,4205555,SC,24
Galvão,Galvão,4205605,SC,20
Garopaba,Garopaba,4205704,SC,12
Garuva,Garuva,4205803,SC,12
Gaspar,Gaspar,4205902,SC,12
Governador Celso Ramos,Governador Celso Ramos,4206009,SC,12
Grão-Pará,Grão Pará,4206108,SC,NA
Gravatal,Gravatal,4206207,SC,14
Guabiruba,Guabiruba,4206306,SC,12
Guaraciaba,Guaraciaba,4206405,SC,20
Guaramirim,Guaramirim,4206504,SC,12
Guarujá do Sul,Guarujá do Sul,4206603,SC,20
Guatambú,Guatambú,4206652,SC,20
Herval d'Oeste,Herval D'oeste,4206702,SC,NA
Ibiam,Ibiam,4206751,SC,18
Ibicaré,Ibicaré,4206801,SC,18
Ibirama,Ibirama,4206900,SC,18
Içara,Içara,4207007,SC,20
Ilhota,Ilhota,4207106,SC,12
Imaruí,Imaruí,4207205,SC,16
Imbituba,Imbituba,4207304,SC,16
Imbuia,Imbuia,4207403,SC,18
Indaial,Indaial,4207502,SC,12
Iomerê,Iomerê,4207577,SC,18
Ipira,Ipira,4207601,SC,20
Iporã do Oeste,Iporã do Oeste,4207650,SC,20
Ipuaçu,Ipuaçu,4207684,SC,20
Ipumirim,Ipumirim,4207700,SC,20
Iraceminha,Iraceminha,4207759,SC,18
Irani,Irani,4207809,SC,18
Irati,Irati,4207858,SC,18
Irineópolis,Irineópolis,4207908,SC,16
Itá,Itá,4208005,SC,20
Itaiópolis,Itaiópolis,4208104,SC,16
Itajaí,Itajaí,4208203,SC,12
Itapema,Itapema,4208302,SC,12
Itapiranga,Itapiranga,4208401,SC,20
Itapoá,Itapoá,4208450,SC,12
Ituporanga,Ituporanga,4208500,SC,18
Jaborá,Jaborá,4208609,SC,18
Jacinto Machado,Jacinto Machado,4208708,SC,18
Jaguaruna,Jaguaruna,4208807,SC,20
Jaraguá do Sul,Jaraguá do Sul,4208906,SC,12
Jardinópolis,Jardinópolis,4208955,SC,20
Joaçaba,Joaçaba,4209003,SC,20
Joinville,Joinville,4209102,SC,12
José Boiteux,José Boiteux,4209151,SC,18
Jupiá,Jupiá,4209177,SC,20
Lacerdópolis,Lacerdópolis,4209201,SC,20
Lages,Lages,4209300,SC,20
Laguna,Laguna,4209409,SC,16
Lajeado Grande,Lajeado Grande,4209458,SC,20
Laurentino,Laurentino,4209508,SC,18
Lauro Müller,Lauro Muller,4209607,SC,NA
Lebon Régis,Lebon Régis,4209706,SC,20
Leoberto Leal,Leoberto Leal,4209805,SC,18
Lindóia do Sul,Lindóia do Sul,4209854,SC,18
Lontras,Lontras,4209904,SC,18
Luiz Alves,Luiz Alves,4210001,SC,12
Luzerna,Luzerna,4210035,SC,20
Macieira,Macieira,4210050,SC,18
Mafra,Mafra,4210100,SC,16
Major Gercino,Major Gercino,4210209,SC,18
Major Vieira,Major Vieira,4210308,SC,16
Maracajá,Maracajá,4210407,SC,20
Maravilha,Maravilha,4210506,SC,20
Marema,Marema,4210555,SC,20
Massaranduba,Massaranduba,4210605,SC,12
Matos Costa,Matos Costa,4210704,SC,16
Meleiro,Meleiro,4210803,SC,18
Mirim Doce,Mirim Doce,4210852,SC,18
Modelo,Modelo,4210902,SC,18
Mondaí,Mondaí,4211009,SC,20
Monte Carlo,Monte Carlo,4211058,SC,20
Monte Castelo,Monte Castelo,4211108,SC,16
Morro da Fumaça,Morro da Fumaça,4211207,SC,14
Morro Grande,Morro Grande,4211256,SC,18
Navegantes,Navegantes,4211306,SC,12
Nova Erechim,Nova Erechim,4211405,SC,18
Nova Itaberaba,Nova Itaberaba,4211454,SC,20
Nova Trento,Nova Trento,4211504,SC,18
Nova Veneza,Nova Veneza,4211603,SC,18
Novo Horizonte,Novo Horizonte,4211652,SC,20
Orleans,Orleans,4211702,SC,14
Otacílio Costa,Otacílio Costa,4211751,SC,20
Ouro,Ouro,4211801,SC,18
Ouro Verde,Ouro Verde,4211850,SC,20
Paial,Paial,4211876,SC,20
Painel,Painel,4211892,SC,20
Palhoça,Palhoça,4211900,SC,12
Palma Sola,Palma Sola,4212007,SC,18
Palmeira,Palmeira,4212056,SC,20
Palmitos,Palmitos,4212106,SC,20
Papanduva,Papanduva,4212205,SC,16
Paraíso,Paraíso,4212239,SC,20
Passo de Torres,Passo de Torres,4212254,SC,20
Passos Maia,Passos Maia,4212270,SC,18
Paulo Lopes,Paulo Lopes,4212304,SC,12
Pedras Grandes,Pedras Grandes,4212403,SC,14
Penha,Penha,4212502,SC,12
Peritiba,Peritiba,4212601,SC,18
Petrolândia,Petrolândia,4212700,SC,18
Piçarras,NA,4212809,SC,12
Pinhalzinho,Pinhalzinho,4212908,SC,20
Pinheiro Preto,Pinheiro Preto,4213005,SC,18
Piratuba,Piratuba,4213104,SC,20
Planalto Alegre,Planalto Alegre,4213153,SC,20
Pomerode,Pomerode,4213203,SC,12
Ponte Alta,Ponte Alta,4213302,SC,22
Ponte Alta do Norte,Ponte Alta do Norte,4213351,SC,24
Ponte Serrada,Ponte Serrada,4213401,SC,18
Porto Belo,Porto Belo,4213500,SC,12
Porto União,Porto União,4213609,SC,16
Pouso Redondo,Pouso Redondo,4213708,SC,18
Praia Grande,Praia Grande,4213807,SC,18
Presidente Castello Branco,Presidente Castello Branco,4213906,SC,18
Presidente Getúlio,Presidente Getúlio,4214003,SC,18
Presidente Nereu,Presidente Nereu,4214102,SC,12
Princesa,Princesa,4214151,SC,20
Quilombo,Quilombo,4214201,SC,18
Rancho Queimado,Rancho Queimado,4214300,SC,18
Rio das Antas,Rio das Antas,4214409,SC,18
Rio do Campo,Rio do Campo,4214508,SC,18
Rio do Oeste,Rio do Oeste,4214607,SC,18
Rio dos Cedros,Rio dos Cedros,4214706,SC,12
Rio do Sul,Rio do Sul,4214805,SC,18
Rio Fortuna,Rio Fortuna,4214904,SC,14
Rio Negrinho,Rio Negrinho,4215000,SC,16
Rio Rufino,Rio Rufino,4215059,SC,20
Riqueza,Riqueza,4215075,SC,20
Rodeio,Rodeio,4215109,SC,12
Romelândia,Romelândia,4215208,SC,18
Salete,Salete,4215307,SC,18
Saltinho,Saltinho,4215356,SC,18
Salto Veloso,Salto Veloso,4215406,SC,20
Sangão,Sangão,4215455,SC,20
Santa Cecília,Santa Cecília,4215505,SC,24
Santa Helena,Santa Helena,4215554,SC,18
Santa Rosa de Lima,Santa Rosa de Lima,4215604,SC,14
Santa Rosa do Sul,Santa Rosa do Sul,4215653,SC,20
Santa Terezinha,Santa Terezinha,4215679,SC,16
Santa Terezinha do Progresso,Santa Terezinha do Progresso,4215687,SC,18
Santiago do Sul,Santiago do Sul,4215695,SC,18
Santo Amaro da Imperatriz,Santo Amaro da Imperatriz,4215703,SC,12
São Bernardino,São Bernardino,4215752,SC,20
São Bento do Sul,São Bento do Sul,4215802,SC,16
São Bonifácio,São Bonifácio,4215901,SC,18
São Carlos,São Carlos,4216008,SC,18
São Cristóvão do Sul,São Cristovão do Sul,4216057,SC,NA
São Domingos,São Domingos,4216107,SC,20
São Francisco do Sul,São Francisco do Sul,4216206,SC,12
São João do Oeste,São João do Oeste,4216255,SC,20
São João Batista,São João Batista,4216305,SC,18
São João do Itaperiú,São João do Itaperiú,4216354,SC,12
São João do Sul,São João do Sul,4216404,SC,20
São Joaquim,São Joaquim,4216503,SC,20
São José,São José,4216602,SC,12
São José do Cedro,São José do Cedro,4216701,SC,20
São José do Cerrito,São José do Cerrito,4216800,SC,20
São Lourenço do Oeste,São Lourenço do Oeste,4216909,SC,20
São Ludgero,São Ludgero,4217006,SC,14
São Martinho,São Martinho,4217105,SC,14
São Miguel da Boa Vista,São Miguel da Boa Vista,4217154,SC,20
São Miguel do Oeste,São Miguel do Oeste,4217204,SC,20
São Pedro de Alcântara,São Pedro de Alcântara,4217253,SC,12
Saudades,Saudades,4217303,SC,18
Schroeder,Schroeder,4217402,SC,12
Seara,Seara,4217501,SC,20
Serra Alta,Serra Alta,4217550,SC,18
Siderópolis,Siderópolis,4217600,SC,14
Sombrio,Sombrio,4217709,SC,20
Sul Brasil,Sul Brasil,4217758,SC,18
Taió,Taió,4217808,SC,18
Tangará,Tangará,4217907,SC,18
Tigrinhos,Tigrinhos,4217956,SC,20
Tijucas,Tijucas,4218004,SC,12
Timbé do Sul,Timbé do Sul,4218103,SC,18
Timbó,Timbó,4218202,SC,12
Timbó Grande,Timbó Grande,4218251,SC,24
Três Barras,Três Barras,4218301,SC,16
Treviso,Treviso,4218350,SC,14
Treze de Maio,Treze de Maio,4218400,SC,14
Treze Tílias,Treze Tílias,4218509,SC,20
Trombudo Central,Trombudo Central,4218608,SC,18
Tubarão,Tubarão,4218707,SC,14
Tunápolis,Tunápolis,4218756,SC,20
Turvo,Turvo,4218806,SC,18
União do Oeste,União do Oeste,4218855,SC,20
Urubici,Urubici,4218905,SC,20
Urupema,Urupema,4218954,SC,20
Urussanga,Urussanga,4219002,SC,14
Vargeão,Vargeão,4219101,SC,18
Vargem,Vargem,4219150,SC,20
Vargem Bonita,Vargem Bonita,4219176,SC,18
Vidal Ramos,Vidal Ramos,4219200,SC,12
Videira,Videira,4219309,SC,18
Vitor Meireles,Vitor Meireles,4219358,SC,18
Witmarsum,Witmarsum,4219408,SC,18
Xanxerê,Xanxerê,4219507,SC,18
Xavantina,Xavantina,4219606,SC,20
Xaxim,Xaxim,4219705,SC,20
Zortéa,Zortéa,4219853,SC,20
Aceguá,Aceguá,4300034,RS,28
Água Santa,Água Santa,4300059,RS,20
Agudo,Agudo,4300109,RS,20
Ajuricaba,Ajuricaba,4300208,RS,20
Alecrim,Alecrim,4300307,RS,20
Alegrete,Alegrete,4300406,RS,28
Alegria,Alegria,4300455,RS,20
Almirante Tamandaré do Sul,Almirante Tamandaré do Sul,4300471,RS,16
Alpestre,Alpestre,4300505,RS,20
Alto Alegre,Alto Alegre,4300554,RS,18
Alto Feliz,Alto Feliz,4300570,RS,18
Alvorada,Alvorada,4300604,RS,7
Amaral Ferrador,Amaral Ferrador,4300638,RS,35
Ametista do Sul,Ametista do Sul,4300646,RS,20
André da Rocha,André da Rocha,4300661,RS,25
Anta Gorda,Anta Gorda,4300703,RS,20
Antônio Prado,Antânio Prado,4300802,RS,NA
Arambaré,Arambaré,4300851,RS,16
Araricá,Araricá,4300877,RS,14
Aratiba,Aratiba,4300901,RS,20
Arroio do Meio,Arroio do Meio,4301008,RS,18
Arroio do Sal,Arroio do Sal,4301057,RS,18
Arroio do Padre,Arroio do Padre,4301073,RS,16
Arroio dos Ratos,Arroio dos Ratos,4301107,RS,14
Arroio do Tigre,Arroio do Tigre,4301206,RS,20
Arroio Grande,Arroio Grande,4301305,RS,40
Arvorezinha,Arvorezinha,4301404,RS,20
Augusto Pestana,Augusto Pestana,4301503,RS,20
Áurea,Áurea,4301552,RS,20
Bagé,Bagé,4301602,RS,28
Balneário Pinhal,Balneário Pinhal,4301636,RS,18
Barão,Barão,4301651,RS,18
Barão de Cotegipe,Barão de Cotegipe,4301701,RS,20
Barão do Triunfo,Barão do Triunfo,4301750,RS,14
Barracão,Barracão,4301800,RS,20
Barra do Guarita,Barra do Guarita,4301859,RS,20
Barra do Quaraí,Barra do Quaraí,4301875,RS,28
Barra do Ribeiro,Barra do Ribeiro,4301909,RS,14
Barra do Rio Azul,Barra do Rio Azul,4301925,RS,20
Barra Funda,Barra Funda,4301958,RS,20
Barros Cassal,Barros Cassal,4302006,RS,18
Benjamin Constant do Sul,Benjamin Constant do Sul,4302055,RS,20
Bento Gonçalves,Bento Gonçalves,4302105,RS,12
Boa Vista das Missões,Boa Vista das Miss§es,4302154,RS,NA
Boa Vista do Buricá,Boa Vista do Buricá,4302204,RS,20
Boa Vista do Cadeado,Boa Vista do Cadeado,4302220,RS,20
Boa Vista do Incra,Boa Vista do Incra,4302238,RS,20
Boa Vista do Sul,Boa Vista do Sul,4302253,RS,12
Bom Jesus,Bom Jesus,4302303,RS,25
Bom Princípio,Bom Princípio,4302352,RS,18
Bom Progresso,Bom Progresso,4302378,RS,20
Bom Retiro do Sul,Bom Retiro do Sul,4302402,RS,18
Boqueirão do Leão,Boqueirão do Leão,4302451,RS,18
Bossoroca,Bossoroca,4302501,RS,20
Bozano,Bozano,4302584,RS,20
Braga,Braga,4302600,RS,20
Brochier,Brochier,4302659,RS,18
Butiá,Butiá,4302709,RS,20
Caçapava do Sul,Caçapava do Sul,4302808,RS,35
Cacequi,Cacequi,4302907,RS,28
Cachoeira do Sul,Cachoeira do Sul,4303004,RS,20
Cachoeirinha,Cachoeirinha,4303103,RS,7
Cacique Doble,Cacique Doble,4303202,RS,20
Caibaté,Caibaté,4303301,RS,20
Caiçara,Caiçara,4303400,RS,20
Camaquã,Camaquã,4303509,RS,16
Camargo,Camargo,4303558,RS,20
Cambará do Sul,Cambará do Sul,4303608,RS,25
Campestre da Serra,Campestre da Serra,4303673,RS,25
Campina das Missões,Campina das Miss§es,4303707,RS,NA
Campinas do Sul,Campinas do Sul,4303806,RS,20
Campo Bom,Campo Bom,4303905,RS,7
Campo Novo,Campo Novo,4304002,RS,20
Campos Borges,Campos Borges,4304101,RS,18
Candelária,Candelária,4304200,RS,20
Cândido Godói,Cândido Godói,4304309,RS,20
Candiota,Candiota,4304358,RS,35
Canela,Canela,4304408,RS,18
Canguçu,Canguçu,4304507,RS,16
Canoas,Canoas,4304606,RS,7
Canudos do Vale,Canudos do Vale,4304614,RS,18
Capão Bonito do Sul,Capão Bonito do Sul,4304622,RS,25
Capão da Canoa,Capão da Canoa,4304630,RS,18
Capão do Cipó,Capão do Cipó,4304655,RS,35
Capão do Leão,Capão do Leão,4304663,RS,16
Capivari do Sul,Capivari do Sul,4304671,RS,18
Capela de Santana,Capela de Santana,4304689,RS,18
Capitão,Capitão,4304697,RS,18
Carazinho,Carazinho,4304705,RS,16
Caraá,Caraá,4304713,RS,18
Carlos Barbosa,Carlos Barbosa,4304804,RS,12
Carlos Gomes,Carlos Gomes,4304853,RS,20
Casca,Casca,4304903,RS,20
Caseiros,Caseiros,4304952,RS,25
Catuípe,Catuípe,4305009,RS,20
Caxias do Sul,Caxias do Sul,4305108,RS,12
Centenário,Centenário,4305116,RS,20
Cerrito,Cerrito,4305124,RS,16
Cerro Branco,Cerro Branco,4305132,RS,20
Cerro Grande,Cerro Grande,4305157,RS,16
Cerro Grande do Sul,Cerro Grande do Sul,4305173,RS,16
Cerro Largo,Cerro Largo,4305207,RS,20
Chapada,Chapada,4305306,RS,16
Charqueadas,Charqueadas,4305355,RS,14
Charrua,Charrua,4305371,RS,20
Chiapetta,Chiapetta,4305405,RS,20
Chuí,Chuí,4305439,RS,40
Chuvisca,Chuvisca,4305447,RS,16
Cidreira,Cidreira,4305454,RS,18
Ciríaco,Ciríaco,4305504,RS,20
Colinas,Colinas,4305587,RS,18
Colorado,Colorado,4305603,RS,20
Condor,Condor,4305702,RS,20
Constantina,Constantina,4305801,RS,20
Coqueiro Baixo,Coqueiro Baixo,4305835,RS,18
Coqueiros do Sul,Coqueiros do Sul,4305850,RS,16
Coronel Barros,Coronel Barros,4305871,RS,20
Coronel Bicaco,Coronel Bicaco,4305900,RS,16
Coronel Pilar,Coronel Pilar,4305934,RS,12
Cotiporã,Cotiporã,4305959,RS,12
Coxilha,Coxilha,4305975,RS,16
Crissiumal,Crissiumal,4306007,RS,20
Cristal,Cristal,4306056,RS,16
Cristal do Sul,Cristal do Sul,4306072,RS,20
Cruz Alta,Cruz Alta,4306106,RS,20
Cruzaltense,Cruzaltense,4306130,RS,20
Cruzeiro do Sul,Cruzeiro do Sul,4306205,RS,18
David Canabarro,David Canabarro,4306304,RS,20
Derrubadas,Derrubadas,4306320,RS,20
Dezesseis de Novembro,Dezesseis de Novembro,4306353,RS,20
Dilermando de Aguiar,Dilermando de Aguiar,4306379,RS,22
Dois Irmãos,Dois Irmãos,4306403,RS,18
Dois Irmãos das Missões,Dois Irmãos das Miss§es,4306429,RS,NA
Dois Lajeados,Dois Lajeados,4306452,RS,20
Dom Feliciano,Dom Feliciano,4306502,RS,16
Dom Pedro de Alcântara,Dom Pedro de Alcântara,4306551,RS,18
Dom Pedrito,Dom Pedrito,4306601,RS,28
Dona Francisca,Dona Francisca,4306700,RS,20
Doutor Maurício Cardoso,Doutor Maurício Cardoso,4306734,RS,20
Doutor Ricardo,Doutor Ricardo,4306759,RS,18
Eldorado do Sul,Eldorado do Sul,4306767,RS,14
Encantado,Encantado,4306809,RS,18
Encruzilhada do Sul,Encruzilhada do Sul,4306908,RS,35
Engenho Velho,Engenho Velho,4306924,RS,20
Entre-Ijuís,Entre-Ijuís,4306932,RS,20
Entre Rios do Sul,Entre Rios do Sul,4306957,RS,20
Erebango,Erebango,4306973,RS,20
Erechim,Erechim,4307005,RS,20
Ernestina,Ernestina,4307054,RS,16
Herval,Herval,4307104,RS,40
Erval Grande,Erval Grande,4307203,RS,20
Erval Seco,Erval Seco,4307302,RS,20
Esmeralda,Esmeralda,4307401,RS,25
Esperança do Sul,Esperança do Sul,4307450,RS,20
Espumoso,Espumoso,4307500,RS,18
Estação,Estação,4307559,RS,20
Estância Velha,Estância Velha,4307609,RS,7
Esteio,Esteio,4307708,RS,7
Estrela,Estrela,4307807,RS,18
Estrela Velha,Estrela Velha,4307815,RS,20
Eugênio de Castro,Eugênio de Castro,4307831,RS,20
Fagundes Varela,Fagundes Varela,4307864,RS,12
Farroupilha,Farroupilha,4307906,RS,12
Faxinal do Soturno,Faxinal do Soturno,4308003,RS,20
Faxinalzinho,Faxinalzinho,4308052,RS,20
Fazenda Vilanova,Fazenda Vilanova,4308078,RS,18
Feliz,Feliz,4308102,RS,18
Flores da Cunha,Flores da Cunha,4308201,RS,12
Floriano Peixoto,Floriano Peixoto,4308250,RS,20
Fontoura Xavier,Fontoura Xavier,4308300,RS,20
Formigueiro,Formigueiro,4308409,RS,22
Forquetinha,Forquetinha,4308433,RS,18
Fortaleza dos Valos,Fortaleza dos Valos,4308458,RS,20
Frederico Westphalen,Frederico Westphalen,4308508,RS,20
Garibaldi,Garibaldi,4308607,RS,12
Garruchos,Garruchos,4308656,RS,20
Gaurama,Gaurama,4308706,RS,20
General Câmara,General Câmara,4308805,RS,14
Gentil,Gentil,4308854,RS,20
Getúlio Vargas,Getúlio Vargas,4308904,RS,20
